code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
CCC,2014J,442823,M,East Anglian Region,HE Qualification,90-100%,0-35,0,30,N,Withdrawn
CCC,2014J,442924,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
CCC,2014J,443837,F,South East Region,HE Qualification,20-30%,35-55,0,120,Y,Withdrawn
CCC,2014J,443964,F,Scotland,HE Qualification,80-90%,0-35,0,60,N,Distinction
CCC,2014J,445114,F,London Region,A Level or Equivalent,50-60%,35-55,0,210,N,Pass
CCC,2014J,445921,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,120,N,Withdrawn
CCC,2014J,446439,F,Ireland,Post Graduate Qualification,,0-35,0,30,N,Pass
CCC,2014J,446479,M,Ireland,HE Qualification,,35-55,0,30,N,Withdrawn
CCC,2014J,446778,M,South Region,A Level or Equivalent,40-50%,35-55,0,180,N,Withdrawn
CCC,2014J,447644,F,South West Region,A Level or Equivalent,80-90%,0-35,0,90,Y,Distinction
CCC,2014J,447695,M,Ireland,A Level or Equivalent,50-60%,35-55,0,30,N,Withdrawn
CCC,2014J,448370,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Withdrawn
CCC,2014J,464732,F,Scotland,HE Qualification,70-80%,0-35,0,150,N,Fail
CCC,2014J,464780,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn
CCC,2014J,464924,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,120,N,Withdrawn
CCC,2014J,464981,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Distinction
CCC,2014J,465281,M,North Region,A Level or Equivalent,70-80%,35-55,0,30,N,Withdrawn
CCC,2014J,465331,M,London Region,A Level or Equivalent,90-100%,0-35,0,220,N,Pass
CCC,2014J,465577,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
CCC,2014J,465619,M,Wales,Lower Than A Level,40-50%,0-35,1,150,N,Withdrawn
CCC,2014J,465732,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,30,N,Fail
CCC,2014J,465764,F,East Midlands Region,Lower Than A Level,30-40%,35-55,1,60,Y,Withdrawn
CCC,2014J,465900,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
CCC,2014J,466360,M,South West Region,HE Qualification,30-40%,35-55,0,30,N,Distinction
CCC,2014J,466372,M,Wales,Lower Than A Level,20-30%,0-35,0,30,N,Fail
CCC,2014J,466430,M,South West Region,No Formal quals,30-40%,0-35,1,60,N,Withdrawn
CCC,2014J,467144,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,30,N,Withdrawn
CCC,2014J,467381,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
CCC,2014J,467753,M,Ireland,Post Graduate Qualification,,35-55,1,30,N,Withdrawn
CCC,2014J,468623,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
CCC,2014J,468902,M,Ireland,Lower Than A Level,70-80%,0-35,0,30,N,Fail
CCC,2014J,469281,M,North Region,Lower Than A Level,20-30%,35-55,0,55,N,Withdrawn
CCC,2014J,469887,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
CCC,2014J,470159,M,North Region,A Level or Equivalent,,0-35,0,120,N,Pass
CCC,2014J,470253,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,90,Y,Withdrawn
CCC,2014J,470385,M,East Anglian Region,HE Qualification,70-80%,oct-20,0,30,N,Pass
CCC,2014J,470617,M,South West Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn
CCC,2014J,470914,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,150,N,Withdrawn
CCC,2014J,471027,F,North Western Region,HE Qualification,20-30%,35-55,0,60,N,Distinction
CCC,2014J,471374,M,Wales,A Level or Equivalent,70-80%,0-35,0,150,N,Withdrawn
CCC,2014J,471580,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,1,30,N,Pass
CCC,2014J,471810,M,South East Region,Lower Than A Level,60-70%,35-55,0,90,N,Withdrawn
CCC,2014J,471977,M,South West Region,Lower Than A Level,40-50%,0-35,0,150,N,Withdrawn
CCC,2014J,472290,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
CCC,2014J,472309,F,London Region,Post Graduate Qualification,20-30%,35-55,1,60,N,Fail
CCC,2014J,472616,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,150,N,Withdrawn
CCC,2014J,472651,M,South West Region,HE Qualification,70-80%,35-55,0,60,N,Distinction
CCC,2014J,472736,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass
CCC,2014J,472762,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,180,N,Distinction
CCC,2014J,473082,M,Scotland,A Level or Equivalent,90-100%,oct-20,0,30,N,Withdrawn
CCC,2014J,473491,M,North Region,Lower Than A Level,,0-35,0,60,N,Withdrawn
CCC,2014J,474377,M,North Region,Lower Than A Level,,35-55,1,90,N,Withdrawn
CCC,2014J,474495,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction
CCC,2014J,474628,M,South West Region,HE Qualification,80-90%,0-35,0,30,N,Pass
CCC,2014J,475065,M,North Western Region,HE Qualification,90-100%,0-35,0,30,N,Pass
CCC,2014J,475149,M,East Midlands Region,HE Qualification,80-90%,0-35,1,30,N,Pass
CCC,2014J,475163,M,Wales,Lower Than A Level,20-30%,35-55,0,30,N,Withdrawn
CCC,2014J,475734,M,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Fail
CCC,2014J,477099,M,London Region,A Level or Equivalent,20-30%,0-35,0,180,N,Pass
CCC,2014J,477185,M,South East Region,A Level or Equivalent,30-40%,35-55,0,90,N,Withdrawn
CCC,2014J,477246,M,South Region,A Level or Equivalent,40-50%,0-35,0,30,N,Withdrawn
CCC,2014J,477488,F,North Region,HE Qualification,,0-35,0,85,N,Withdrawn
CCC,2014J,478346,M,South East Region,HE Qualification,20-30%,0-35,0,60,N,Pass
DDD,2014B,24213,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,60,N,Pass
DDD,2014B,28149,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
DDD,2014B,31269,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,1,120,N,Withdrawn
DDD,2014B,35502,M,West Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn
DDD,2014B,39660,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail
DDD,2014B,46753,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
DDD,2014B,49119,M,Ireland,HE Qualification,,0-35,0,90,N,Withdrawn
DDD,2014B,50476,F,South West Region,HE Qualification,0-10%,0-35,0,60,N,Distinction
DDD,2014B,50619,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
DDD,2014B,51030,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
DDD,2014B,53632,M,Wales,Lower Than A Level,90-100%,0-35,1,60,N,Withdrawn
DDD,2014B,54810,M,South Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn
DDD,2014B,58617,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
DDD,2014B,61911,M,Wales,Lower Than A Level,50-60%,0-35,0,180,N,Fail
DDD,2014B,64450,M,West Midlands Region,Lower Than A Level,30-40%,0-35,1,120,N,Pass
DDD,2014B,64767,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn
DDD,2014B,67781,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction
DDD,2014B,69489,M,South West Region,Lower Than A Level,80-90%,0-35,2,150,N,Fail
DDD,2014B,75309,F,East Midlands Region,A Level or Equivalent,50-60%,oct-20,0,120,N,Withdrawn
DDD,2014B,75469,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,4,210,N,Withdrawn
DDD,2014B,76081,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,150,Y,Withdrawn
DDD,2014B,84576,M,Wales,HE Qualification,30-40%,35-55,0,150,N,Distinction
DDD,2014B,84605,M,North Region,A Level or Equivalent,,35-55,1,120,N,Pass
DDD,2014B,85304,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
DDD,2014B,88490,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Distinction
DDD,2014B,89904,M,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Pass
DDD,2014B,90537,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass
DDD,2014B,95356,F,Scotland,HE Qualification,20-30%,0-35,1,240,N,Withdrawn
DDD,2014B,97939,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail
DDD,2014B,99151,M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail
DDD,2014B,103891,M,South Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
DDD,2014B,111959,M,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
DDD,2014B,116763,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn
DDD,2014B,117281,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
DDD,2014B,117435,M,South West Region,Lower Than A Level,30-40%,0-35,1,60,Y,Fail
DDD,2014B,118479,M,Ireland,A Level or Equivalent,,0-35,0,60,N,Pass
DDD,2014B,118578,F,Scotland,A Level or Equivalent,60-70%,0-35,1,100,Y,Withdrawn
DDD,2014B,124134,F,London Region,HE Qualification,20-30%,0-35,1,60,Y,Fail
DDD,2014B,124847,F,North Western Region,Lower Than A Level,30-40%,35-55,0,210,Y,Withdrawn
DDD,2014B,127580,F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
DDD,2014B,128348,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
DDD,2014B,131695,F,East Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn
DDD,2014B,134721,F,West Midlands Region,Lower Than A Level,0-10%,oct-20,2,60,N,Withdrawn
DDD,2014B,137150,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn
DDD,2014B,138204,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
DDD,2014B,138704,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
DDD,2014B,139455,F,West Midlands Region,Lower Than A Level,30-40%,0-35,2,60,N,Fail
DDD,2014B,141182,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,1,120,N,Withdrawn
DDD,2014B,141497,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail
DDD,2014B,144908,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
DDD,2014B,145114,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
DDD,2014B,145640,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
DDD,2014B,145770,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
DDD,2014B,152320,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Withdrawn
DDD,2014B,154697,F,South West Region,A Level or Equivalent,80-90%,oct-20,4,80,Y,Withdrawn
DDD,2014B,157310,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,1,210,N,Withdrawn
DDD,2014B,161286,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn
DDD,2014B,161878,F,North Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn
DDD,2014B,162901,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Withdrawn
DDD,2014B,165178,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,120,N,Fail
DDD,2014B,172965,M,Scotland,Post Graduate Qualification,60-70%,oct-20,1,150,N,Withdrawn
DDD,2014B,183331,M,Ireland,Lower Than A Level,0-10%,0-35,0,90,N,Fail
DDD,2014B,189178,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
DDD,2014B,189442,F,East Midlands Region,Lower Than A Level,0-10%,35-55,0,135,N,Withdrawn
DDD,2014B,192186,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
DDD,2014B,196264,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
DDD,2014B,201151,F,South West Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Distinction
DDD,2014B,226895,M,South Region,HE Qualification,90-100%,35-55,0,90,N,Withdrawn
DDD,2014B,227826,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,1,60,N,Withdrawn
DDD,2014B,228272,F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
DDD,2014B,228373,F,South West Region,A Level or Equivalent,50-60%,0-35,1,60,N,Fail
DDD,2014B,228775,M,North Region,Lower Than A Level,,0-35,0,60,N,Fail
DDD,2014B,229499,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,1,90,N,Fail
DDD,2014B,232827,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Distinction
DDD,2014B,233868,M,South Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn
DDD,2014B,236015,M,West Midlands Region,HE Qualification,50-60%,0-35,0,60,N,Withdrawn
DDD,2014B,237925,F,East Midlands Region,Lower Than A Level,40-50%,35-55,1,60,N,Withdrawn
DDD,2014B,237969,F,Yorkshire Region,HE Qualification,70-80%,oct-20,0,60,N,Withdrawn
DDD,2014B,239459,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
DDD,2014B,240389,F,South Region,HE Qualification,80-90%,35-55,1,150,N,Withdrawn
DDD,2014B,240486,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
DDD,2014B,240755,M,London Region,A Level or Equivalent,90-100%,0-35,1,120,N,Distinction
DDD,2014B,242633,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
DDD,2014B,247342,F,London Region,A Level or Equivalent,30-40%,0-35,0,135,N,Withdrawn
DDD,2014B,250058,F,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
DDD,2014B,255622,F,South Region,HE Qualification,60-70%,0-35,1,180,N,Withdrawn
DDD,2014B,260367,M,Ireland,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn
DDD,2014B,260565,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,1,60,Y,Pass
DDD,2014B,263022,F,Ireland,HE Qualification,60-70%,0-35,0,60,N,Withdrawn
DDD,2014B,264723,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
DDD,2014B,266922,M,North Region,Lower Than A Level,80-90%,0-35,2,120,N,Pass
DDD,2014B,267118,F,South West Region,Lower Than A Level,30-40%,0-35,0,90,Y,Withdrawn
DDD,2014B,268883,M,Scotland,Post Graduate Qualification,80-90%,0-35,1,150,N,Withdrawn
DDD,2014B,268915,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
DDD,2014B,271974,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
DDD,2014B,277166,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,1,90,Y,Pass
DDD,2014B,284540,F,South East Region,Lower Than A Level,80-90%,0-35,1,120,N,Fail
DDD,2014B,285412,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
DDD,2014B,286449,F,East Midlands Region,Lower Than A Level,40-50%,0-35,6,120,N,Fail
DDD,2014B,291005,F,East Anglian Region,Lower Than A Level,50-60%,0-35,1,60,N,Fail
DDD,2014B,299949,M,South East Region,A Level or Equivalent,30-40%,0-35,1,60,N,Withdrawn
DDD,2014B,300592,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass
DDD,2014B,306944,F,South East Region,A Level or Equivalent,50-60%,0-35,2,120,N,Fail
DDD,2014B,309258,M,South West Region,HE Qualification,60-70%,35-55,2,120,N,Withdrawn
DDD,2014B,309756,M,London Region,No Formal quals,20-30%,oct-20,2,150,N,Fail
DDD,2014B,312761,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
DDD,2014B,315517,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,1,180,Y,Withdrawn
DDD,2014B,315633,M,London Region,Lower Than A Level,30-40%,35-55,0,180,N,Withdrawn
DDD,2014B,315723,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,60,N,Withdrawn
DDD,2014B,317801,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,3,90,N,Pass
DDD,2014B,320593,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
DDD,2014B,321810,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
DDD,2014B,323659,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
DDD,2014B,325044,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Distinction
DDD,2014B,327449,M,Wales,Lower Than A Level,50-60%,0-35,0,90,N,Fail
DDD,2014B,328123,M,West Midlands Region,Lower Than A Level,0-10%,0-35,1,60,Y,Fail
DDD,2014B,333308,F,South East Region,A Level or Equivalent,20-30%,0-35,0,70,N,Pass
DDD,2014B,334504,F,South Region,Lower Than A Level,80-90%,0-35,2,60,N,Withdrawn
DDD,2014B,335471,F,South East Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn
DDD,2014B,339513,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
DDD,2014B,347365,M,West Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail
DDD,2014B,348439,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Withdrawn
DDD,2014J,371949,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Y,Fail
DDD,2014J,373280,M,South West Region,A Level or Equivalent,30-40%,0-35,1,120,N,Fail
DDD,2014J,376758,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
DDD,2014J,378388,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
DDD,2014J,379336,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass
DDD,2014J,381439,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,Withdrawn
DDD,2014J,384106,F,South Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
DDD,2014J,384295,F,South West Region,Lower Than A Level,50-60%,0-35,1,90,N,Fail
DDD,2014J,384499,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,Y,Pass
DDD,2014J,384999,F,London Region,HE Qualification,20-30%,35-55,1,60,N,Distinction
DDD,2014J,385495,M,East Anglian Region,A Level or Equivalent,30-40%,oct-20,1,60,N,Fail
DDD,2014J,385563,M,South West Region,A Level or Equivalent,90-100%,35-55,0,120,N,Pass
DDD,2014J,386140,F,Wales,Lower Than A Level,80-90%,35-55,1,60,N,Fail
DDD,2014J,387359,M,South East Region,Lower Than A Level,50-60%,0-35,1,60,N,Pass
DDD,2014J,387364,M,North Western Region,HE Qualification,70-80%,35-55,0,90,N,Withdrawn
DDD,2014J,389076,M,South West Region,No Formal quals,20-30%,0-35,3,120,N,Withdrawn
DDD,2014J,390849,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass
DDD,2014J,392250,M,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
DDD,2014J,393094,M,West Midlands Region,Lower Than A Level,20-30%,0-35,2,150,N,Withdrawn
DDD,2014J,393727,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass
DDD,2014J,395535,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,Y,Withdrawn
DDD,2014J,397894,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
DDD,2014J,398816,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
DDD,2014J,399628,F,South East Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail
DDD,2014J,399772,M,Scotland,HE Qualification,40-50%,0-35,1,60,N,Withdrawn
DDD,2014J,400091,M,North Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass
DDD,2014J,402829,F,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
DDD,2014J,402958,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
DDD,2014J,403052,F,Yorkshire Region,HE Qualification,20-30%,0-35,1,120,N,Fail
DDD,2014J,406425,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,190,N,Withdrawn
DDD,2014J,407487,F,South West Region,A Level or Equivalent,50-60%,0-35,1,120,N,Fail
DDD,2014J,408344,F,Scotland,A Level or Equivalent,50-60%,0-35,0,100,N,Fail
DDD,2014J,409120,F,London Region,A Level or Equivalent,20-30%,0-35,1,60,Y,Withdrawn
DDD,2014J,409205,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass
DDD,2014J,410767,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,1,90,Y,Pass
DDD,2014J,411549,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail
DDD,2014J,412717,M,Wales,HE Qualification,80-90%,35-55,0,60,N,Pass
DDD,2014J,413087,M,Wales,HE Qualification,0-10%,0-35,0,90,N,Fail
DDD,2014J,414094,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail
DDD,2014J,414963,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
DDD,2014J,418851,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
DDD,2014J,419913,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
DDD,2014J,420141,F,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass
DDD,2014J,420344,F,Yorkshire Region,HE Qualification,60-70%,0-35,0,120,N,Withdrawn
DDD,2014J,420560,F,South West Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
DDD,2014J,420745,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,2,120,N,Withdrawn
DDD,2014J,420762,M,West Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Distinction
DDD,2014J,421185,F,Ireland,A Level or Equivalent,50-60%,0-35,1,60,N,Pass
DDD,2014J,421242,M,South West Region,A Level or Equivalent,60-70%,0-35,1,60,N,Withdrawn
DDD,2014J,422343,M,South West Region,HE Qualification,60-70%,0-35,0,90,N,Distinction
DDD,2014J,423650,M,South East Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn
DDD,2014J,424211,M,London Region,A Level or Equivalent,80-90%,35-55,0,60,Y,Pass
DDD,2014J,425910,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail
DDD,2014J,428116,F,North Region,A Level or Equivalent,50-60%,0-35,1,60,N,Pass
DDD,2014J,428787,F,South Region,A Level or Equivalent,80-90%,35-55,1,60,Y,Withdrawn
DDD,2014J,429740,F,London Region,Lower Than A Level,30-40%,0-35,1,120,N,Withdrawn
EEE,2014B,25150,M,North Western Region,HE Qualification,90-100%,0-35,0,60,N,Pass
EEE,2014B,29639,M,North Region,Lower Than A Level,,0-35,0,30,N,Pass
EEE,2014B,29820,M,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,Pass
EEE,2014B,35340,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
EEE,2014B,35508,M,South West Region,A Level or Equivalent,90-100%,0-35,0,30,N,Distinction
EEE,2014B,64296,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail
EEE,2014B,69239,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,90,Y,Withdrawn
EEE,2014B,83219,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
EEE,2014B,97486,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn
EEE,2014B,128971,M,East Midlands Region,HE Qualification,80-90%,0-35,0,30,N,Pass
EEE,2014B,135330,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,Fail
EEE,2014B,144745,F,London Region,HE Qualification,20-30%,0-35,0,30,Y,Pass
EEE,2014B,148282,M,North Western Region,HE Qualification,80-90%,0-35,0,30,N,Fail
EEE,2014B,156594,M,South Region,Post Graduate Qualification,90-100%,55<=,0,30,N,Pass
EEE,2014B,158831,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
EEE,2014B,165376,F,London Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass
EEE,2014B,167791,M,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction
EEE,2014B,171334,M,South West Region,A Level or Equivalent,30-40%,oct-20,0,60,N,Withdrawn
EEE,2014B,174512,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
EEE,2014B,182400,M,North Region,HE Qualification,,35-55,0,30,N,Fail
EEE,2014B,185057,M,Ireland,HE Qualification,,0-35,0,30,N,Pass
EEE,2014B,186476,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
EEE,2014B,188260,M,Wales,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
EEE,2014B,188662,M,Scotland,HE Qualification,80-90%,0-35,0,30,N,Pass
EEE,2014B,193163,M,Scotland,HE Qualification,70-80%,35-55,0,90,N,Fail
EEE,2014B,197730,M,Scotland,HE Qualification,90-100%,35-55,1,100,N,Pass
EEE,2014B,198902,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
EEE,2014B,231019,M,South West Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail
EEE,2014B,231339,F,Scotland,Post Graduate Qualification,80-90%,0-35,0,60,N,Distinction
EEE,2014B,234559,M,Scotland,HE Qualification,60-70%,35-55,0,60,N,Pass
EEE,2014B,237934,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Fail
EEE,2014B,244166,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail
EEE,2014B,244977,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
EEE,2014B,247819,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
EEE,2014B,248818,M,South West Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass
EEE,2014B,250092,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
EEE,2014B,256867,M,Yorkshire Region,A Level or Equivalent,80-90%,35-55,0,30,N,Distinction
EEE,2014B,261042,M,London Region,Lower Than A Level,60-70%,0-35,1,120,N,Fail
EEE,2014B,266040,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
EEE,2014B,267961,M,Scotland,Lower Than A Level,90-100%,0-35,1,60,N,Fail
EEE,2014B,272103,M,Scotland,A Level or Equivalent,30-40%,35-55,0,90,Y,Fail
EEE,2014B,274218,M,London Region,Lower Than A Level,40-50%,0-35,0,40,N,Pass
EEE,2014B,278786,M,Scotland,Lower Than A Level,40-50%,35-55,1,135,N,Fail
EEE,2014B,289397,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass
EEE,2014B,293670,M,South Region,A Level or Equivalent,40-50%,35-55,0,30,N,Withdrawn
EEE,2014B,293686,M,South West Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction
EEE,2014B,294578,M,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
EEE,2014B,303774,M,Scotland,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn
